Employee ID	Gender	Age	BusinessTravel	Department	DistanceFromHome (KM)	State	Ethnicity	Education	EducationField	JobRole	MaritalStatus	Salary	StockOptionLevel	OverTime	HireDate	Attrition	YearsAtCompany	YearsInMostRecentRole	YearsSinceLastPromotion	YearsWithCurrManager
762	Male	26	Some Travel	Technology	41	CA	White	5	Business Studies	Machine Learning Engineer	Married	161600	1	No	"Thursday, December 7, 2017"	Yes	5	0	2	0
763	Male	25	Some Travel	Technology	16	NY	Black or African American	3	Information Systems	Data Scientist	Divorced	37742	1	No	"Tuesday, December 12, 2017"	No	5	1	3	3
764	Female	31	Some Travel	Technology	42	NY	White	3	Computer Science	Engineering Manager	Married	442820	0	Yes	"Friday, December 15, 2017"	No	5	1	2	2
765	Male	26	Some Travel	Technology	17	NY	Black or African American	4	Business Studies	Senior Software Engineer	Married	110761	1	No	"Monday, December 18, 2017"	No	5	0	5	3
766	Male	25	Some Travel	Technology	24	CA	Native Hawaiian 	4	Other	Engineering Manager	Divorced	204154	1	Yes	"Thursday, December 21, 2017"	No	5	2	3	0
767	Male	23	Some Travel	Technology	12	NY	Black or African American	3	Computer Science	Software Engineer	Married	35776	2	Yes	"Friday, December 22, 2017"	No	5	0	3	4
768	Female	24	Some Travel	Technology	5	NY	White	1	Information Systems	Data Scientist	Single	100818	0	No	"Sunday, December 24, 2017"	No	5	1	3	0
769	Non-Binary	24	Some Travel	Sales	8	IL	Black or African American	2	Economics	Sales Executive	Single	85238	0	No	"Sunday, December 24, 2017"	No	5	0	4	1
770	Male	24	Some Travel	Technology	12	NY	White	3	Computer Science	Software Engineer	Single	33202	0	No	"Saturday, December 30, 2017"	No	5	5	5	4
771	Female	23	Some Travel	Technology	37	NY	White	2	Business Studies	Data Scientist	Divorced	36098	3	No	"Monday, January 1, 2018"	No	4	3	3	1
772	Female	25	Frequent Traveller	Sales	21	IL	Black or African American	2	Technical Degree	Sales Executive	Married	91332	1	No	"Wednesday, January 3, 2018"	No	4	3	3	3
773	Female	22	Some Travel	Technology	2	NY	White	4	Computer Science	Data Scientist	Married	39732	1	Yes	"Monday, January 8, 2018"	No	4	1	2	2
774	Male	25	Frequent Traveller	Sales	42	IL	Black or African American	3	Marketing 	Sales Executive	Married	72758	2	No	"Friday, January 12, 2018"	No	4	3	3	3
775	Female	36	Some Travel	Human Resources	31	IL	Black or African American	4	Human Resources	HR Manager	Divorced	509940	3	No	"Monday, January 15, 2018"	No	4	4	4	2
776	Male	24	Some Travel	Technology	7	CA	Asian or Asian American	4	Information Systems	Software Engineer	Married	85074	1	No	"Monday, January 15, 2018"	No	4	1	2	4
777	Female	23	Some Travel	Sales	19	NY	Mixed or multiple ethnic groups	4	Economics	Sales Executive	Divorced	87629	2	No	"Friday, January 19, 2018"	No	4	4	4	1
778	Female	25	Some Travel	Technology	13	NY	Black or African American	1	Information Systems	Analytics Manager	Married	168483	0	Yes	"Saturday, January 20, 2018"	No	4	2	3	1
779	Male	25	Some Travel	Technology	37	CA	Black or African American	2	Computer Science	Data Scientist	Married	38038	0	No	"Friday, January 26, 2018"	Yes	2	1	1	1
780	Female	23	Some Travel	Sales	19	CA	White	3	Other	Sales Representative	Single	27185	0	No	"Tuesday, January 30, 2018"	No	4	4	4	0
781	Male	25	Frequent Traveller	Technology	20	NY	Mixed or multiple ethnic groups	4	Computer Science	Machine Learning Engineer	Married	96514	1	No	"Sunday, February 4, 2018"	No	4	4	4	0
782	Male	24	No Travel 	Technology	35	CA	Asian or Asian American	3	Computer Science	Data Scientist	Single	32502	0	Yes	"Tuesday, February 6, 2018"	Yes	1	1	1	0
783	Non-Binary	25	Some Travel	Technology	19	IL	Mixed or multiple ethnic groups	3	Computer Science	Senior Software Engineer	Divorced	90418	2	Yes	"Wednesday, February 14, 2018"	No	4	4	4	4
784	Female	22	Some Travel	Technology	16	CA	American Indian or Alaska Native	3	Business Studies	Software Engineer	Single	30838	0	No	"Friday, February 16, 2018"	No	4	4	4	0
785	Male	23	Some Travel	Sales	33	NY	White	3	Economics	Sales Representative	Married	30477	1	No	"Tuesday, February 20, 2018"	No	4	2	3	3
786	Non-Binary	29	Some Travel	Technology	25	CA	American Indian or Alaska Native	2	Information Systems	Senior Software Engineer	Married	145716	1	No	"Thursday, February 22, 2018"	Yes	1	0	1	1
787	Female	24	Some Travel	Sales	27	NY	White	4	Marketing	Sales Executive	Single	208684	0	Yes	"Tuesday, March 6, 2018"	Yes	2	0	0	0
788	Female	25	No Travel 	Technology	12	NY	Black or African American	2	Information Systems	Data Scientist	Divorced	28926	2	Yes	"Tuesday, March 6, 2018"	No	4	1	3	4
789	Female	22	No Travel 	Technology	27	CA	White	1	Information Systems	Data Scientist	Single	23039	0	No	"Thursday, March 8, 2018"	Yes	0	0	0	0
790	Male	22	Some Travel	Technology	11	IL	Mixed or multiple ethnic groups	3	Computer Science	Software Engineer	Divorced	74314	1	No	"Wednesday, March 14, 2018"	No	4	0	1	3
791	Male	25	No Travel 	Technology	43	CA	White	3	Computer Science	Data Scientist	Single	33086	0	No	"Thursday, March 15, 2018"	No	4	4	4	2
792	Female	40	Frequent Traveller	Sales	30	NY	Asian or Asian American	4	Marketing 	Sales Executive	Married	250555	1	Yes	"Monday, March 19, 2018"	No	4	4	4	2
793	Female	22	Some Travel	Sales	36	NY	Black or African American	3	Marketing	Sales Executive	Single	60699	0	No	"Wednesday, March 21, 2018"	No	4	0	3	0
794	Male	25	Some Travel	Technology	11	NY	White	2	Computer Science	Engineering Manager	Married	285138	1	No	"Wednesday, March 21, 2018"	No	4	0	3	4
795	Male	25	Frequent Traveller	Technology	24	CA	White	1	Computer Science	Senior Software Engineer	Divorced	121373	1	No	"Wednesday, March 21, 2018"	No	4	0	2	1
796	Male	23	Some Travel	Technology	44	NY	White	3	Information Systems	Senior Software Engineer	Married	81034	2	Yes	"Sunday, March 25, 2018"	No	4	1	1	0
797	Male	23	Some Travel	Technology	8	NY	White	4	Other	Software Engineer	Married	42250	2	No	"Monday, March 26, 2018"	No	4	1	2	4
798	Female	24	Some Travel	Technology	21	CA	Mixed or multiple ethnic groups	3	Information Systems	Data Scientist	Divorced	36862	1	Yes	"Thursday, March 29, 2018"	No	4	2	4	0
799	Female	23	Frequent Traveller	Technology	16	CA	Mixed or multiple ethnic groups	4	Computer Science	Machine Learning Engineer	Divorced	67558	1	No	"Saturday, March 31, 2018"	No	4	1	1	1
800	Non-Binary	25	No Travel 	Technology	29	CA	White	4	Computer Science	Machine Learning Engineer	Single	105411	0	No	"Sunday, April 1, 2018"	No	4	2	4	2
801	Female	23	Some Travel	Sales	5	IL	White	3	Marketing 	Sales Executive	Married	69678	1	No	"Wednesday, April 4, 2018"	No	4	0	0	2
802	Female	23	Some Travel	Sales	8	NY	Mixed or multiple ethnic groups	4	Economics	Sales Executive	Married	78937	1	No	"Tuesday, April 10, 2018"	No	4	0	3	0
803	Non-Binary	25	Frequent Traveller	Technology	34	NY	Black or African American	1	Computer Science	Engineering Manager	Married	170803	0	No	"Friday, April 20, 2018"	No	4	2	2	3
804	Male	25	Some Travel	Sales	44	CA	White	1	Technical Degree	Sales Representative	Single	37461	0	No	"Monday, April 23, 2018"	No	4	3	4	3
805	Female	39	Frequent Traveller	Technology	25	CA	White	4	Computer Science	Engineering Manager	Single	300594	0	Yes	"Tuesday, April 24, 2018"	No	4	1	4	2
806	Female	25	Some Travel	Sales	28	CA	White	4	Marketing	Sales Executive	Single	167051	0	No	"Tuesday, April 24, 2018"	No	4	3	4	1
807	Female	23	Some Travel	Technology	5	NY	White	3	Information Systems	Software Engineer	Divorced	23995	1	No	"Friday, April 27, 2018"	No	4	4	4	0
808	Female	24	Some Travel	Sales	13	CA	Black or African American	3	Economics	Sales Representative	Single	24095	0	No	"Saturday, April 28, 2018"	Yes	2	2	2	1
809	Female	25	Some Travel	Technology	26	NY	White	4	Computer Science	Analytics Manager	Divorced	174400	1	No	"Saturday, April 28, 2018"	No	4	0	2	4
810	Female	25	Some Travel	Human Resources	31	CA	Mixed or multiple ethnic groups	3	Marketing 	HR Executive	Married	48797	2	No	"Saturday, April 28, 2018"	No	4	2	4	4
811	Female	22	Frequent Traveller	Technology	21	CA	Mixed or multiple ethnic groups	1	Information Systems	Data Scientist	Married	34193	0	No	"Sunday, April 29, 2018"	No	4	2	4	3
812	Female	25	Some Travel	Technology	1	IL	Native Hawaiian 	1	Information Systems	Software Engineer	Married	48570	1	Yes	"Thursday, May 3, 2018"	No	4	4	4	1
813	Male	28	No Travel 	Technology	24	NY	White	4	Computer Science	Machine Learning Engineer	Divorced	193347	2	Yes	"Wednesday, May 9, 2018"	No	4	4	4	0
814	Female	25	Some Travel	Sales	30	CA	Mixed or multiple ethnic groups	4	Marketing	Sales Executive	Divorced	57742	2	Yes	"Thursday, May 10, 2018"	No	4	3	4	1
815	Male	25	Some Travel	Technology	25	CA	White	3	Other	Analytics Manager	Divorced	303446	1	No	"Friday, May 11, 2018"	No	4	0	3	0
816	Female	25	No Travel 	Technology	11	CA	Black or African American	3	Computer Science	Data Scientist	Single	96779	0	No	"Monday, May 14, 2018"	No	4	0	0	3
817	Female	25	Some Travel	Sales	22	NY	American Indian or Alaska Native	1	Marketing	Sales Representative	Single	32894	0	No	"Monday, May 14, 2018"	Yes	2	2	2	1
818	Male	25	Some Travel	Sales	29	CA	White	4	Marketing	Sales Executive	Married	95643	1	No	"Monday, May 14, 2018"	No	4	0	3	1
819	Non-Binary	24	Some Travel	Technology	7	CA	Black or African American	4	Computer Science	Senior Software Engineer	Married	44256	2	No	"Friday, May 18, 2018"	No	4	2	4	3
820	Female	22	Some Travel	Technology	36	CA	White	3	Other	Data Scientist	Divorced	57686	2	No	"Wednesday, May 23, 2018"	No	4	2	4	1
821	Female	22	Frequent Traveller	Sales	26	CA	White	2	Economics	Sales Representative	Married	42250	2	Yes	"Wednesday, May 23, 2018"	Yes	4	1	3	2
822	Non-Binary	23	Some Travel	Human Resources	45	CA	White	3	Marketing 	HR Executive	Married	99052	2	No	"Friday, May 25, 2018"	No	4	3	4	2
823	Male	22	Some Travel	Technology	37	IL	Asian or Asian American	2	Information Systems	Senior Software Engineer	Divorced	52314	2	No	"Friday, May 25, 2018"	No	4	0	3	0
824	Female	36	No Travel 	Technology	35	IL	White	1	Information Systems	Senior Software Engineer	Divorced	356378	1	Yes	"Wednesday, May 30, 2018"	No	4	2	4	4
825	Female	24	Some Travel	Sales	43	CA	White	2	Economics	Sales Executive	Divorced	54841	3	Yes	"Thursday, May 31, 2018"	No	4	3	4	0
826	Female	24	Some Travel	Technology	17	NY	Mixed or multiple ethnic groups	3	Information Systems	Data Scientist	Married	101408	3	No	"Thursday, May 31, 2018"	No	4	0	2	1
827	Male	23	Frequent Traveller	Sales	26	CA	Asian or Asian American	4	Marketing	Sales Executive	Single	68046	0	No	"Friday, June 1, 2018"	No	4	4	4	2
828	Male	24	No Travel 	Sales	3	NY	White	3	Economics	Sales Executive	Single	128634	0	No	"Monday, June 11, 2018"	No	4	4	4	4
829	Female	24	Some Travel	Technology	12	CA	White	4	Information Systems	Software Engineer	Married	22965	3	No	"Tuesday, June 12, 2018"	No	4	4	4	4
830	Male	22	Some Travel	Sales	32	NY	Mixed or multiple ethnic groups	3	Marketing 	Sales Executive	Married	52318	1	No	"Thursday, June 14, 2018"	No	4	4	4	0
831	Male	46	Some Travel	Technology	39	CA	Mixed or multiple ethnic groups	3	Computer Science	Analytics Manager	Single	381759	0	No	"Friday, June 15, 2018"	No	4	2	4	4
832	Male	24	No Travel 	Technology	35	CA	Asian or Asian American	3	Information Systems	Software Engineer	Divorced	65838	3	Yes	"Sunday, June 17, 2018"	No	4	2	2	2
833	Non-Binary	25	Some Travel	Technology	8	CA	American Indian or Alaska Native	3	Information Systems	Senior Software Engineer	Single	126055	0	No	"Sunday, June 17, 2018"	No	4	4	4	2
834	Female	25	Some Travel	Human Resources	14	CA	Other 	1	Human Resources	Recruiter	Married	22150	1	No	"Monday, June 25, 2018"	Yes	2	0	1	1
835	Male	36	Some Travel	Technology	11	NY	Asian or Asian American	3	Computer Science	Machine Learning Engineer	Married	236739	2	No	"Tuesday, June 26, 2018"	No	4	3	4	3
836	Female	24	Some Travel	Sales	16	CA	White	4	Marketing 	Sales Executive	Divorced	75250	1	No	"Friday, June 29, 2018"	No	4	0	0	0
837	Prefer Not To Say	25	No Travel 	Technology	19	NY	Asian or Asian American	2	Information Systems	Machine Learning Engineer	Divorced	83894	1	No	"Saturday, June 30, 2018"	No	4	2	2	3
838	Female	23	No Travel 	Technology	24	NY	Mixed or multiple ethnic groups	4	Computer Science	Senior Software Engineer	Divorced	69325	1	No	"Wednesday, July 4, 2018"	No	4	3	4	4
839	Male	47	Some Travel	Sales	26	CA	Mixed or multiple ethnic groups	4	Marketing	Sales Executive	Divorced	244765	2	Yes	"Wednesday, July 4, 2018"	No	4	2	3	1
840	Male	24	No Travel 	Sales	6	CA	Black or African American	3	Economics	Manager	Divorced	135407	1	No	"Thursday, July 5, 2018"	No	4	2	4	2
841	Female	25	Some Travel	Technology	28	CA	White	4	Computer Science	Senior Software Engineer	Single	70737	0	No	"Friday, July 6, 2018"	No	4	3	3	3
842	Non-Binary	28	Some Travel	Technology	15	CA	Native Hawaiian 	4	Computer Science	Engineering Manager	Single	337046	0	No	"Sunday, July 8, 2018"	No	4	3	4	0
843	Male	25	Some Travel	Sales	11	CA	Black or African American	3	Marketing 	Sales Executive	Single	58914	0	No	"Wednesday, July 11, 2018"	No	4	0	1	0
844	Female	25	Some Travel	Technology	23	CA	Mixed or multiple ethnic groups	1	Information Systems	Software Engineer	Single	42656	0	No	"Sunday, July 15, 2018"	No	4	1	4	2
845	Male	22	Some Travel	Technology	23	CA	Mixed or multiple ethnic groups	3	Computer Science	Data Scientist	Single	37021	0	No	"Sunday, July 15, 2018"	Yes	3	0	1	2
846	Male	22	Some Travel	Technology	3	CA	Other 	3	Computer Science	Data Scientist	Single	34753	0	Yes	"Wednesday, July 18, 2018"	Yes	1	0	0	0
847	Female	25	Some Travel	Technology	37	NY	Mixed or multiple ethnic groups	2	Information Systems	Engineering Manager	Married	188516	1	No	"Friday, July 20, 2018"	No	4	1	3	1
848	Non-Binary	40	Some Travel	Technology	40	CA	White	4	Computer Science	Machine Learning Engineer	Divorced	265523	1	No	"Friday, July 20, 2018"	No	4	1	3	1
849	Male	24	Frequent Traveller	Sales	44	NY	Black or African American	3	Marketing	Sales Executive	Married	41741	1	No	"Friday, July 20, 2018"	No	4	0	1	0
850	Female	24	Some Travel	Sales	33	CA	Native Hawaiian 	3	Marketing 	Sales Executive	Single	91915	0	No	"Monday, July 23, 2018"	No	4	0	4	4
851	Male	22	Frequent Traveller	Sales	33	NY	White	3	Marketing	Sales Representative	Married	33657	1	No	"Monday, July 23, 2018"	Yes	3	0	2	0
852	Female	25	Some Travel	Technology	10	CA	Mixed or multiple ethnic groups	3	Information Systems	Data Scientist	Single	23198	0	No	"Thursday, July 26, 2018"	No	4	0	3	0
853	Male	24	Frequent Traveller	Technology	14	CA	Mixed or multiple ethnic groups	4	Computer Science	Data Scientist	Divorced	67538	1	No	"Saturday, July 28, 2018"	No	4	3	4	2
854	Male	24	Some Travel	Technology	1	CA	White	3	Other	Software Engineer	Single	54501	0	No	"Wednesday, August 1, 2018"	No	4	4	4	2
855	Female	24	Some Travel	Sales	8	CA	White	4	Marketing	Sales Representative	Married	50513	1	No	"Saturday, August 4, 2018"	No	4	0	4	1
856	Male	22	Some Travel	Technology	8	NY	White	1	Information Systems	Data Scientist	Divorced	54371	3	No	"Monday, August 6, 2018"	No	4	4	4	2
857	Male	24	Frequent Traveller	Sales	23	CA	Asian or Asian American	2	Economics	Sales Representative	Single	38448	0	Yes	"Thursday, August 9, 2018"	Yes	4	3	3	2
858	Female	36	Some Travel	Technology	14	CA	American Indian or Alaska Native	3	Business Studies	Machine Learning Engineer	Married	251681	1	No	"Sunday, August 12, 2018"	No	4	2	3	3
859	Female	24	Some Travel	Technology	11	CA	White	3	Computer Science	Senior Software Engineer	Married	65486	1	No	"Tuesday, August 14, 2018"	No	4	4	4	0
860	Female	24	Some Travel	Technology	4	CA	Black or African American	3	Business Studies	Data Scientist	Married	41555	1	No	"Thursday, August 16, 2018"	No	4	4	4	2
861	Non-Binary	24	Some Travel	Technology	1	CA	White	3	Business Studies	Software Engineer	Divorced	35199	1	No	"Thursday, August 16, 2018"	No	4	0	0	1
862	Male	24	Some Travel	Sales	16	CA	Mixed or multiple ethnic groups	3	Marketing	Sales Executive	Single	116132	0	No	"Monday, August 20, 2018"	No	4	1	4	1
863	Female	24	Some Travel	Technology	13	NY	White	4	Computer Science	Data Scientist	Single	30117	0	No	"Tuesday, August 21, 2018"	Yes	3	1	1	2
864	Female	44	Frequent Traveller	Technology	29	CA	Mixed or multiple ethnic groups	1	Computer Science	Machine Learning Engineer	Married	303779	1	No	"Friday, August 24, 2018"	No	4	0	0	0
865	Female	24	Some Travel	Technology	18	CA	Mixed or multiple ethnic groups	4	Computer Science	Data Scientist	Divorced	28539	2	No	"Sunday, September 2, 2018"	No	4	1	2	1
866	Female	23	Some Travel	Sales	40	IL	White	4	Marketing 	Sales Executive	Married	52039	0	Yes	"Monday, September 3, 2018"	No	4	1	1	0
867	Female	24	No Travel 	Human Resources	5	NY	Asian or Asian American	3	Human Resources	HR Executive	Divorced	41745	3	No	"Monday, September 3, 2018"	No	4	2	4	0
868	Non-Binary	41	No Travel 	Technology	26	CA	White	4	Computer Science	Analytics Manager	Married	283081	1	Yes	"Monday, September 3, 2018"	Yes	4	1	3	2
869	Male	25	Some Travel	Technology	24	NY	Black or African American	2	Business Studies	Senior Software Engineer	Single	175342	0	Yes	"Tuesday, September 4, 2018"	No	4	3	4	3
870	Female	22	No Travel 	Technology	6	CA	White	2	Information Systems	Data Scientist	Divorced	38169	3	No	"Tuesday, September 11, 2018"	No	4	4	4	4
871	Female	25	Some Travel	Sales	11	IL	Black or African American	3	Marketing	Sales Executive	Single	53930	0	Yes	"Thursday, September 13, 2018"	Yes	3	2	3	1
872	Male	25	Some Travel	Sales	12	IL	Asian or Asian American	3	Marketing 	Sales Executive	Divorced	118048	2	No	"Friday, September 14, 2018"	No	4	4	4	3
873	Female	22	Some Travel	Technology	45	NY	Asian or Asian American	3	Information Systems	Senior Software Engineer	Divorced	80975	3	No	"Saturday, September 15, 2018"	No	4	4	4	1
874	Non-Binary	24	Some Travel	Sales	22	CA	Mixed or multiple ethnic groups	3	Marketing	Sales Executive	Married	53530	0	Yes	"Wednesday, September 19, 2018"	No	4	3	3	1
875	Female	25	Some Travel	Technology	40	NY	White	3	Business Studies	Machine Learning Engineer	Married	75250	1	No	"Thursday, September 20, 2018"	No	4	1	4	0
876	Male	23	Some Travel	Technology	25	CA	Mixed or multiple ethnic groups	3	Business Studies	Data Scientist	Single	37121	0	Yes	"Tuesday, October 2, 2018"	Yes	1	0	0	0
877	Female	24	Some Travel	Sales	43	CA	Asian or Asian American	4	Economics	Sales Executive	Married	144335	0	No	"Thursday, October 11, 2018"	Yes	0	0	0	0
878	Female	23	Some Travel	Sales	12	NY	Black or African American	4	Marketing	Sales Executive	Single	45024	0	No	"Wednesday, October 17, 2018"	No	4	0	1	0
879	Female	23	Some Travel	Technology	4	IL	White	3	Business Studies	Machine Learning Engineer	Divorced	106418	1	Yes	"Saturday, October 20, 2018"	No	4	0	3	0
880	Male	41	Some Travel	Technology	7	NY	Asian or Asian American	4	Information Systems	Engineering Manager	Divorced	273211	2	No	"Saturday, October 20, 2018"	No	4	3	4	3
881	Male	23	Some Travel	Technology	8	CA	White	2	Information Systems	Machine Learning Engineer	Married	46850	1	No	"Saturday, October 20, 2018"	No	4	3	4	2
882	Male	23	Some Travel	Technology	5	CA	White	2	Other	Machine Learning Engineer	Divorced	77420	2	No	"Wednesday, October 24, 2018"	No	4	4	4	3
883	Male	25	No Travel 	Technology	44	CA	American Indian or Alaska Native	4	Information Systems	Machine Learning Engineer	Married	57765	0	No	"Thursday, October 25, 2018"	No	4	1	3	2
884	Female	22	Frequent Traveller	Sales	19	NY	Mixed or multiple ethnic groups	3	Marketing 	Sales Representative	Single	22122	0	Yes	"Friday, October 26, 2018"	Yes	3	2	2	1
885	Female	40	Some Travel	Technology	29	CA	White	3	Computer Science	Engineering Manager	Married	304343	1	Yes	"Saturday, October 27, 2018"	No	4	2	4	0
886	Female	25	Some Travel	Technology	24	NY	Mixed or multiple ethnic groups	4	Other	Software Engineer	Single	41243	0	Yes	"Wednesday, October 31, 2018"	No	4	3	4	4
887	Non-Binary	25	Frequent Traveller	Sales	43	CA	White	4	Marketing	Sales Executive	Married	81889	0	Yes	"Friday, November 2, 2018"	Yes	0	0	0	0
888	Male	38	Frequent Traveller	Technology	23	CA	American Indian or Alaska Native	4	Computer Science	Machine Learning Engineer	Single	231699	0	No	"Tuesday, November 6, 2018"	Yes	1	0	0	0
889	Male	25	Some Travel	Technology	14	IL	Black or African American	2	Computer Science	Software Engineer	Single	40079	0	Yes	"Monday, November 12, 2018"	No	4	3	4	1
890	Female	23	Some Travel	Technology	23	CA	White	3	Computer Science	Software Engineer	Single	40438	0	Yes	"Tuesday, November 20, 2018"	No	4	0	0	2
891	Male	24	Frequent Traveller	Technology	36	CA	White	3	Computer Science	Software Engineer	Divorced	30233	3	No	"Tuesday, November 20, 2018"	No	4	0	4	0
892	Female	24	Frequent Traveller	Sales	9	CA	American Indian or Alaska Native	1	Marketing 	Sales Executive	Married	125759	0	No	"Wednesday, November 21, 2018"	No	4	3	3	0
893	Female	23	Some Travel	Technology	16	CA	White	2	Information Systems	Machine Learning Engineer	Married	56946	1	No	"Thursday, November 22, 2018"	No	4	2	4	4
894	Female	25	Some Travel	Technology	20	NY	Mixed or multiple ethnic groups	3	Computer Science	Machine Learning Engineer	Married	65642	1	No	"Sunday, November 25, 2018"	No	4	4	4	0
895	Female	25	Frequent Traveller	Sales	3	IL	Mixed or multiple ethnic groups	4	Other	Sales Executive	Single	56163	0	Yes	"Monday, November 26, 2018"	Yes	0	0	0	0
896	Male	24	Some Travel	Technology	11	CA	White	3	Computer Science	Senior Software Engineer	Single	57054	0	No	"Wednesday, November 28, 2018"	No	4	4	4	4
897	Non-Binary	22	Some Travel	Technology	6	NY	White	3	Business Studies	Software Engineer	Married	21649	1	No	"Sunday, December 2, 2018"	No	4	1	4	1
898	Female	22	Frequent Traveller	Technology	29	CA	Mixed or multiple ethnic groups	2	Computer Science	Data Scientist	Single	45850	0	No	"Saturday, December 8, 2018"	No	4	2	3	1
899	Male	46	Some Travel	Sales	38	IL	White	3	Marketing	Sales Executive	Married	325452	1	No	"Sunday, December 16, 2018"	No	4	3	4	3
900	Female	22	Some Travel	Technology	4	CA	White	2	Computer Science	Senior Software Engineer	Single	73653	0	No	"Wednesday, December 19, 2018"	No	4	2	3	3
901	Male	44	Some Travel	Sales	44	CA	Mixed or multiple ethnic groups	3	Marketing	Manager	Divorced	313891	1	No	"Sunday, December 23, 2018"	No	4	4	4	3
902	Female	22	Some Travel	Technology	41	CA	Black or African American	5	Information Systems	Machine Learning Engineer	Single	75810	0	No	"Monday, December 24, 2018"	No	4	2	4	3
903	Male	24	Some Travel	Technology	19	CA	White	2	Computer Science	Data Scientist	Single	32173	0	No	"Monday, December 24, 2018"	No	4	1	4	1
904	Female	23	Some Travel	Technology	31	CA	Asian or Asian American	3	Computer Science	Data Scientist	Single	49543	0	No	"Friday, December 28, 2018"	No	4	3	3	1
905	Female	25	Frequent Traveller	Technology	4	CA	Asian or Asian American	5	Information Systems	Engineering Manager	Married	199034	0	Yes	"Sunday, December 30, 2018"	No	4	4	4	4
906	Male	22	Some Travel	Technology	10	CA	Black or African American	3	Computer Science	Senior Software Engineer	Married	66552	1	Yes	"Sunday, December 30, 2018"	No	4	1	2	0
907	Male	24	Frequent Traveller	Sales	3	CA	White	4	Marketing	Sales Executive	Single	70546	0	Yes	"Tuesday, January 1, 2019"	No	3	2	2	0
908	Non-Binary	42	Some Travel	Technology	33	CA	Asian or Asian American	4	Computer Science	Engineering Manager	Married	213191	2	No	"Thursday, January 3, 2019"	No	3	0	1	2
909	Non-Binary	21	Frequent Traveller	Technology	29	IL	Asian or Asian American	3	Computer Science	Data Scientist	Divorced	64887	1	No	"Thursday, January 3, 2019"	No	3	3	3	0
910	Female	42	Some Travel	Sales	20	CA	Black or African American	4	Marketing 	Sales Executive	Married	241646	3	Yes	"Monday, January 7, 2019"	No	3	0	1	3
911	Female	22	Some Travel	Technology	31	IL	Asian or Asian American	1	Computer Science	Software Engineer	Divorced	43588	2	No	"Monday, January 7, 2019"	No	3	2	3	2
912	Female	22	Some Travel	Technology	29	CA	White	3	Information Systems	Data Scientist	Divorced	28790	1	No	"Wednesday, January 9, 2019"	Yes	3	1	1	2
913	Female	22	Some Travel	Technology	26	CA	Mixed or multiple ethnic groups	3	Information Systems	Software Engineer	Single	24208	0	No	"Wednesday, January 9, 2019"	No	3	1	3	2
914	Male	24	Some Travel	Technology	16	CA	American Indian or Alaska Native	4	Computer Science	Senior Software Engineer	Married	82174	2	No	"Friday, January 11, 2019"	No	3	2	2	3
915	Non-Binary	22	Frequent Traveller	Sales	28	NY	Mixed or multiple ethnic groups	4	Marketing 	Sales Executive	Married	39845	2	No	"Sunday, January 13, 2019"	Yes	1	0	0	0
916	Female	21	No Travel 	Sales	21	CA	White	3	Marketing 	Sales Executive	Married	69402	1	No	"Monday, January 14, 2019"	No	3	1	3	0
917	Female	47	Frequent Traveller	Technology	37	NY	Black or African American	3	Computer Science	Analytics Manager	Divorced	350101	1	No	"Saturday, January 19, 2019"	No	3	0	1	0
918	Female	24	Some Travel	Technology	20	NY	Black or African American	3	Information Systems	Senior Software Engineer	Married	52850	1	No	"Sunday, January 20, 2019"	No	3	3	3	0
919	Male	21	Frequent Traveller	Technology	36	CA	American Indian or Alaska Native	3	Computer Science	Software Engineer	Divorced	22462	1	Yes	"Thursday, January 24, 2019"	No	3	2	2	3
920	Male	22	Frequent Traveller	Technology	15	NY	American Indian or Alaska Native	4	Computer Science	Software Engineer	Single	40115	0	No	"Friday, February 1, 2019"	No	3	3	3	0
921	Male	22	No Travel 	Sales	17	CA	Mixed or multiple ethnic groups	3	Marketing 	Sales Executive	Married	58270	1	No	"Saturday, February 2, 2019"	No	3	1	1	1
922	Male	22	No Travel 	Sales	14	CA	Mixed or multiple ethnic groups	3	Technical Degree	Sales Executive	Single	53014	0	Yes	"Monday, February 4, 2019"	No	3	3	3	0
923	Male	24	Frequent Traveller	Sales	9	NY	Black or African American	3	Marketing 	Sales Executive	Single	45410	0	No	"Monday, February 4, 2019"	No	3	3	3	1
924	Female	21	Some Travel	Technology	39	CA	Asian or Asian American	4	Computer Science	Software Engineer	Married	54130	3	Yes	"Wednesday, February 6, 2019"	Yes	2	1	1	2
925	Female	22	Some Travel	Technology	2	CA	Mixed or multiple ethnic groups	1	Information Systems	Software Engineer	Single	24422	0	No	"Monday, February 11, 2019"	Yes	1	0	0	1
926	Male	49	Frequent Traveller	Technology	43	NY	Other 	2	Computer Science	Machine Learning Engineer	Divorced	248115	2	No	"Tuesday, February 12, 2019"	No	3	2	3	3
927	Female	28	No Travel 	Human Resources	4	IL	White	5	Economics	HR Executive	Married	152909	1	No	"Friday, February 15, 2019"	No	3	1	3	2
928	Female	22	Some Travel	Technology	31	CA	Black or African American	4	Information Systems	Software Engineer	Married	75738	3	Yes	"Saturday, February 23, 2019"	Yes	3	1	2	0
929	Male	29	Some Travel	Sales	39	NY	White	1	Marketing	Sales Executive	Divorced	183768	1	Yes	"Monday, February 25, 2019"	No	3	3	3	0
